prediction;test_price
66.06;77.68
65.94;77.35
65.12;79.33
64.13;80.93
65.05;82.84
66.15;82.43
67.59;83.27
67.72;83.85
67.62;83.7
67.82;85.1
68.1;84.73
68.39;85.38
68.27;86.48
69.04;86.79
69.69;85.5
69.88;86.12
69.34;87.06
68.68;85.17
69.15;84.96
67.91;85.15
67.64;85.08
67.5;85.63
67.38;85.93
67.68;85.56
68.13;85.44
68.0;85.0
68.32;84.13
68.13;84.19
67.24;85.72
66.81;86.73
67.47;86.99
68.71;87.55
69.16;87.73
69.31;88.45
69.44;88.11
69.63;88.23
69.53;88.73
69.43;88.77
69.9;87.95
69.57;86.71
69.4;87.93
68.75;87.68
68.77;87.12
69.43;86.42
69.31;87.58
68.59;88.75
68.5;89.02
69.09;90.28
69.11;90.75
70.13;90.49
70.59;91.07
70.41;91.52
70.33;90.76
70.76;90.27
70.66;89.85
70.33;88.53
69.99;88.06
69.23;88.96
68.92;89.88
69.16;90.33
69.07;90.53
69.58;91.23
69.83;90.31
70.21;90.42
70.03;91.22
70.17;90.8
71.12;90.25
70.99;91.19
71.43;90.78
72.1;91.02
71.75;90.06
71.98;88.81
71.38;89.34
70.37;87.17
70.25;88.1
69.37;90.18
68.8;97.06
69.41;98.37
72.67;97.77
74.45;97.49
74.42;97.68
74.39;97.63
74.26;99.27
74.65;99.83
75.39;99.78
76.01;99.54
76.15;99.56
75.69;100.2
74.95;100.62
74.99;100.31
75.43;101.17
75.33;100.21
75.74;99.75
75.33;101.48
74.98;101.92
76.22;101.17
77.2;100.66
77.44;99.5
77.37;100.88
76.82;98.8
77.04;98.61
76.26;102.71
75.66;102.01
77.23;102.9
77.79;102.51
77.91;103.47
77.45;102.9
77.39;103.92
77.16;103.71
77.49;102.65
77.35;100.63
77.21;100.86
76.6;101.09
75.97;101.7
75.56;100.52
76.56;101.05
76.36;101.59
76.27;101.23
76.16;101.04
75.83;101.93
75.32;102.32
76.4;102.5
77.81;102.08
78.62;102.22
78.19;102.53
77.7;103.6
77.89;102.25
78.23;103.71
77.56;103.2
77.77;103.45
77.45;104.46
76.34;104.97
76.43;105.57
76.49;105.34
76.95;105.24
77.0;104.19
77.53;105.92
76.81;106.41
77.57;106.2
78.35;105.15
79.21;104.71
78.8;105.53
77.85;104.08
78.21;104.69
77.2;104.64
76.51;105.35
76.85;105.71
77.05;105.74
77.62;105.96
77.58;105.61
77.86;105.79
77.38;105.67
77.89;104.88
78.34;105.77
77.6;105.93
77.01;105.77
76.77;106.34
76.56;106.14
76.42;106.54
76.43;105.71
76.24;105.71
75.6;104.74
75.53;104.0
75.46;105.42
75.54;106.01
76.63;105.37
77.41;105.59
77.47;106.44
77.38;106.85
77.95;108.51
78.47;107.93
78.42;108.8
79.05;109.65
78.93;109.03
79.37;109.68
79.66;110.2
79.57;108.34
80.05;109.39
79.33;110.98
79.73;110.82
79.27;111.53
78.86;112.88
79.0;111.04
79.33;111.43
78.46;112.24
78.02;113.79
77.98;113.6
77.97;114.03
78.57;114.78
79.52;114.57
79.38;115.27
79.91;115.01
80.68;115.03
80.76;114.52
80.59;114.62
80.55;113.99
80.22;114.19
79.89;115.52
79.59;115.7
79.47;115.67
79.13;116.75
78.58;117.3
78.81;106.54
79.05;104.64
75.32;105.41
73.33;107.0
73.49;104.11
74.56;103.13
74.33;103.64
73.83;103.3
74.11;105.12
73.62;103.08
74.16;102.61
73.88;96.41
74.08;95.28
72.36;91.92
70.62;92.43
69.34;95.65
69.95;98.49
71.97;98.78
73.99;98.21
74.62;95.92
73.92;98.22
71.86;98.31
72.0;97.33
72.87;100.26
72.37;98.23
72.86;98.9
72.52;100.71
73.07;100.08
73.66;99.7
72.7;100.21
72.76;100.44
73.09;99.13
72.9;99.68
72.18;98.79
71.54;97.91
71.72;96.99
70.71;96.68
71.8;94.94
71.61;95.83
70.21;98.51
70.68;98.97
72.14;99.29
72.78;100.1
73.83;100.03
75.19;99.66
74.93;100.84
73.33;101.75
72.83;102.51
73.39;102.75
73.94;101.92
73.83;104.0
72.52;104.34
71.82;105.52
71.93;105.88
73.37;106.12
74.08;109.17
73.58;109.01
74.7;109.43
74.04;109.67
73.84;110.22
73.99;110.89
74.38;109.64
75.0;110.89
74.6;111.37
74.78;109.17
74.82;108.92
74.19;111.5
74.33;112.22
75.37;113.19
75.81;112.32
75.61;112.02
74.9;110.7
74.6;111.74
74.04;111.94
74.55;113.88
74.44;114.43
74.69;115.74
74.55;115.11
75.4;113.7
75.75;114.39
75.65;110.98
75.54;109.38
73.86;111.23
71.91;109.89
73.2;107.85
73.4;110.12
72.7;109.73
72.7;108.42
72.58;107.45
71.52;107.45
70.52;104.81
70.86;106.08
69.86;108.81
69.88;110.39
71.23;108.66
72.28;104.5
72.14;103.4
70.8;103.55
69.47;102.41
69.18;102.7
68.28;104.04
68.22;103.88
69.21;103.16
69.51;101.94
69.23;99.9
68.8;97.88
68.31;97.36
67.61;96.53
67.35;96.28
67.1;96.93
67.74;98.43
68.74;95.54
69.79;96.15
69.98;91.09
70.4;91.16
68.37;89.77
68.1;91.21
67.0;94.0
67.09;92.44
69.02;93.39
68.44;91.5
69.4;90.74
69.19;92.96
68.03;92.31
69.08;90.34
69.02;92.3
68.53;92.58
69.15;91.09
69.6;89.37
69.12;89.56
68.16;86.19
67.99;87.61
66.25;88.43
66.08;90.13
66.89;92.65
67.41;92.33
69.28;92.17
69.77;93.49
69.82;92.53
70.34;92.58
70.16;92.79
69.31;92.46
68.25;92.67
68.3;94.73
68.32;94.1
68.76;95.87
68.67;95.54
69.14;96.42
69.0;94.9
68.74;94.74
67.94;94.14
67.78;95.01
67.03;95.86
67.52;95.3
68.25;95.5
68.12;96.62
69.29;96.24
69.39;95.52
68.87;94.66
68.42;93.94
67.53;94.31
67.14;95.16
67.31;95.23
67.65;95.95
67.79;96.34
68.15;96.11
67.46;95.73
67.16;94.1
67.03;94.57
66.21;93.29
65.75;93.54
64.78;93.39
64.7;94.44
64.91;96.51
65.48;95.68
66.3;95.64
65.96;98.45
65.38;99.57
66.75;100.18
67.17;99.83
67.81;100.67
67.99;101.45
67.85;101.76
68.94;102.13
69.61;100.92
69.74;100.17
69.42;101.24
68.8;100.68
69.49;100.57
69.24;101.79
69.3;102.39
69.66;102.19
70.22;103.41
70.54;99.23
69.79;98.67
68.11;97.52
68.36;97.36
67.99;96.95
67.71;96.04
67.74;95.47
67.27;96.8
66.76;96.22
67.54;96.54
67.42;96.88
67.32;96.83
68.13;97.29
68.26;96.25
68.6;95.58
68.7;95.77
68.71;95.8
68.63;95.83
68.43;95.41
68.69;95.11
69.11;94.92
69.53;94.43
70.23;94.65
69.9;95.46
69.93;95.33
69.86;95.44
69.98;96.04
71.06;96.59
71.35;95.87
71.28;95.84
71.68;96.06
71.99;92.86
72.59;91.56
71.79;93.18
70.8;94.08
71.19;94.9
71.68;95.1
72.32;94.74
71.65;95.51
71.34;96.16
71.49;97.35
72.29;97.7
72.36;97.91
73.21;97.6
74.29;97.69
73.59;97.52
72.78;97.86
71.73;97.2
71.46;95.98
70.93;95.77
70.03;95.48
69.07;95.17
68.81;94.48
68.06;94.13
67.75;93.72
67.13;93.76
66.97;93.36
66.8;92.84
66.66;93.9
66.86;92.99
67.21;93.64
67.45;93.56
68.06;94.46
67.71;95.63
67.58;95.54
67.87;94.63
67.67;94.88
67.69;94.67
67.48;94.66
67.33;94.44
67.61;94.19
67.35;93.68
67.12;93.78
67.0;93.63
67.24;93.37
67.64;93.04
67.26;92.7
66.72;92.69
66.51;92.3
66.49;92.11
66.55;92.26
66.83;91.66
66.37;91.57
66.48;91.94
66.13;90.31
66.57;91.5
66.72;90.58
66.99;90.15
66.43;90.39
66.56;90.45
66.12;90.51
66.1;90.83
66.61;90.28
66.67;91.28
66.24;91.14
66.25;89.86
66.18;89.63
66.02;90.09
65.93;89.7
66.54;90.74
66.54;90.38
66.93;90.48
67.09;90.34
67.04;90.71
67.4;90.38
67.49;90.38
67.31;89.76
66.91;89.32
66.68;89.04
66.5;89.22
66.77;88.76
67.65;89.09
67.22;89.83
67.5;89.93
67.83;90.91
67.84;91.24
68.58;90.63
68.83;91.36
68.44;91.87
68.8;91.71
69.2;90.57
70.05;90.28
69.53;89.81
69.15;91.24
68.71;90.34
69.06;92.27
69.1;92.22
70.31;92.48
70.43;92.79
70.91;95.45
70.71;95.68
71.13;95.47
71.74;96.86
71.45;97.1
71.94;96.0
72.14;95.4
71.72;95.48
71.14;96.02
71.52;96.56
71.52;96.71
71.28;97.39
70.92;96.86
70.67;96.68
70.46;96.25
70.51;97.68
70.02;98.36
70.52;99.66
70.91;101.8
71.35;103.26
72.08;102.47
73.45;102.26
73.49;102.46
73.35;102.79
73.33;102.32
73.73;103.69
73.2;103.85
73.37;103.94
73.43;103.81
72.8;103.54
72.46;103.56
71.97;102.7
71.99;102.96
71.39;102.62
